product_id,default_code,sale_delay,multiple
47607,EC1130A02SP,11,1.0
4979,1783HMS4EG8CGN,83,1.0
180523,800BN5R,15,1.0
116141,100C16L10,35,1.0
7461,2510001,56,1.0
7623,25FAN1FB,15,1.0
116170,100C23B01,39,1.0
8366,31X9CC73Z,11,1.0
8368,31X9CG71Z,11,1.0
116182,100C23EA10,39,1.0
8241,30401902MSP,25,1.0
398463,ABSTDLED130WWT40KT3,11,1.0
8362,31X99X999,11,50.0
378555,SLYW14,35,500.0
565850,34144,11,1.0
136293,1585DM4TB10,15,1.0
298775,LHC536,28,1.0
427578,9701M-VWCLIRT11_bvc,11,1.0
423715,9701M-VWSTNBDLT41-AUTRONIC,11,1.0
361001,SPPT240A,11,1.0
434866,9398CTKITLEG-DORNER,11,1.0
565849,320665,11,1.0
46624,SDL-321-M2-25-MV-41K-50X50,11,1.0
405185,440TMSRUE10AY,31,1.0
18869,AJT350,11,1.0
392469,ALGORITHM0867 - WEST,11,1.0
116244,100C23UEJ10,15,1.0
31158,LP-CC-10,11,1.0
116260,100C30B00,39,1.0
428513,E316RB/10,11,1.0
428514,E418YB/10,11,1.0
35492,PV-XT-120-90MV-41K,11,1.0
116288,100C30KJ10,15,1.0
116300,100C30T10,15,1.0
61292,AX5206-0000,11,1.0
61293,AX5911-0000,11,1.0
392765,SERV_DIIBJ_PART80_AB04112021,11,1.0
62123,REA23 SA,11,1.0
565085,EX-PF755-5VFH-580,11,1.0
564957,CST1152-NYL-YLW-38PL-KDMK-CH,11,1.0
396544,SERV_LIMITSWITCH_BRP2,11,1.0
387710,B 8141-0/PG 9,11,1.0
565121,HBL-G6-M2-L28-850MV-DASD-CA-DE,11,1.0
565854,35112,11,1.0
314474,PTHS242424G3,25,1.0
53934,A62H4818SSLP3PT,18,1.0
116485,100C72B00,39,1.0
20045,BKT7K03,11,1.0
151107,280FAM22F,15,1.0
432181,9356MFTTMT31 - SAUTROL,11,1.0
20717,CALI/LM200LED,11,1.0
136328,1585DM4TBDM6,15,1.0
245841,E1783BMS20CL/A,11,1.0
367499,UC-5,11,1.0
41376,WF6,11,1.0
20637,CAL/FLUKE375,11,1.0
14244,800TQBH2GA2,15,1.0
57201,R2711PT10C4D8/A,11,1.0
431652,FLD PM Arrancador Sincrono MV_BIO PAPPEL _30467326.1,11,1.0
378346,VHZ24R1290-2A,11,1.0
51483,ROLD-3/8,11,1.0
25711,FAC90701_0000,11,1.0
149295,235050,11,100.0
227495,CDXUR4X12,11,1.0
407706,17962188,11,1.0
156074,42064/TPC,11,1.0
117119,100NX207B,31,1.0
387374,CPANL2X2ALO1SWW7M4,63,1.0
397996,CC15 SK28.000,11,1.0
388701,CLXL9610000LMSEFRDLMVOLTGZ1050K80CRIHAWHNAFM,11,1.0
388926,CPELS4/0,11,1.0
389573,CPT-YLW-25PL-KD6PK,11,1.0
60576,CT0006-14,11,1.0
117264,100SC16D05BC,39,1.0
382254,SLLR59,11,1.0
296752,LCC4/012WX,76,1.0
216363,A1212CHNFSS6,35,1.0
411095,SLL-114-M4-L12-CM-850-MV,11,1.0
444137,FDL FSE Mtto. MV PF7000_Minera Peñasquito_30510738.2/6504692902-106&6504692902-307& 6504692897-106&6504948426-101,11,1.0
11134,592EECC,21,1.0
444136,FDL FSE Mtto. MV PF7000_Minera Peñasquito_30510738.2/6503687870-102&6503687870-202,11,1.0
5976,1SDA068345R1,11,1.0
393790,EGYESTCC#3097A,11,1.0
331992,R20AD5P0A0AYNANC0/A,11,1.0
268408,EKQO310,11,1.0
401628,100E09KN10,15,1.0
45779,09700202622,11,1.0
445052,22240784,11,1.0
41958,802MBZJ9,41,1.0
174170,53111040,56,25.0
392948,F1D76B2CDENVGN,11,1.0
412230,1133625,56,1.0
61502,FCDN2,11,1.0
57663,01100100,11,1.0
394567,FO-2700GBG2M,11,1.0
411623,M6-173-593-SL,22,1.0
15739,871TMB8N18A2,15,1.0
6467,2090CPBM7DF16AF12,15,1.0
14597,802TW1B,15,1.0
14260,800TQST12R,39,1.0
343934,R2711PRDB7C/E,11,1.0
14599,802TW1F,15,1.0
156366,42EFE2EZBA13,15,1.0
290627,HID312A-1-36N988,11,1.0
343938,R2711PRDK10C/A,11,1.0
200831,802TW6A,15,1.0
299320,LS12498,11,1.0
127500,140GI3C3D12,58,1.0
399157,CFP14-55/41/3440,11,1.0
14635,802XAM7,15,1.0
23755,ED2552,11,1.0
63205,JKS-10,11,1.0
60487,836C12A,15,1.0
399143,CFP22-40/33/2840,11,1.0
4176,1585JM8TGJM15,15,1.0
395389,HGL36020,11,1.0
432191,9800-DC8INFAUT - SINCI,11,1.0
22810,CWL515R,11,1.0
565136,1756L950TS,24,1.0
344057,R2711PRP8A/B,11,1.0
260998,E2715PT15CD/A,11,1.0
385929,LEP1GELNSW15SALIDA,63,1.0
423716,9701M-VWSVBDL05T31-AUTRONIC,11,1.0
426733,R2711PT12W22D9P/B,11,1.0
423065,OT400ES03,102,1.0
344176,R2711PT12W22A9P/A,11,1.0
424063,M4-48-427,25,1.0
565145,INC_R1769L18ERBB1B/B,11,1.0
389004,MCC2100-08_AUTRONIC_DESAGUEMINA,11,1.0
420821,9398NTKITT31 - PYS,11,1.0
58655,R2711PT10C4A8/A,11,1.0
219182,ABHZCAS320HTLOWT50,11,1.0
344253,R2711PT19C22D9P/A,11,1.0
379276,VPS212R,34,1.0
11669,70002651,56,1.0
344272,R2711PT6C20A/C,11,1.0
344215,R2711PT15C22A9P/A,11,1.0
344359,R2711PT7C15D1/A,11,1.0
35913,R2711PT6C20D/A,11,1.0
561705,ABMCC_25583205_100,11,1.0
344219,R2711PT15C22D9P/A,11,1.0
42242,R2711PT6C20D/D,11,1.0
35915,R2711PT6C20D8/A,11,1.0
443657,9324MRSL500T41-FOXCONN,11,1.0
392417,OFERTNO. 1544839100,11,1.0
344383,R2711PT7C4D2/A,11,1.0
33544,NWSXPDTLVDXWH,11,1.0
33638,OGS500,11,1.0
61863,MUUQ2LZ/A,11,1.0
405462,KDRJ2TT,11,1.0
157337,44011,21,1.0
33149,NECYBACNET,11,1.0
443947,9701M-VWSTNBDLT41-AAVALOSC,11,1.0
562052,9324M-RSL500T41-ESSILOR,11,1.0
565144,INC_R2711PT15C22D9P/B,11,1.0
344393,R2711PT7C4D8/A,11,1.0
562053,9701M-VWSTNMRT11-ESSILOR,11,1.0
561727,INC_5034IB8S,11,1.0
15345,855HR45F,51,1.0
392428,FO-9102S156,11,1.0
402129,OLDFSCT-3,11,1.0
128398,140GREP,15,1.0
6375,2090CFBM7DDCEAA07,15,1.0
461272,9324MRLDT21-APTIV,11,1.0
421521,M511,22,1.0
164905,440TMSALE10NN,39,1.0
15357,855PB10ME22,15,1.0
364401,T0054485599-ND,11,1.0
433485,9324C-RLDT31 - Grupo Ubungani,11,1.0
296515,LCC1014AWL,76,1.0
36028,RAMPA,11,1.0
67588,RL14CPTF002,11,1.0
164940,440TMSALE10XA,39,1.0
274157,EXAS050SS6,11,1.0
565174,9398NSKITT11_MECATRONICA,11,1.0
391562,RSXF4LEDP840KAWFDMVOLTYKC64DBLXD,11,1.0
2770,1492ACABLE025WB,40,1.0
437164,2904933,11,10.0
565957,Y7003902,11,1.0
48035,2713-22,11,1.0
344767,R2715PT15CD/A,11,1.0
311304,PKOSLFH,11,1.0
424062,M4C-500-595-BK-WT,22,1.0
423722,9398CTKITT11 - MECATRONICA,11,1.0
424541,INC-140MTCW454,11,1.0
8017,2887-BOX,11,1.0
118589,1043A,11,1.0
112006,ABPLXE4HTPXHOWT4080120277V,11,1.0
395313,ABPLXE4-SM,11,1.0
9028,42GRP9070Z13,15,1.0
13090,800FPKR21,15,1.0
140305,194UE1601753,53,1.0
565179,Escobedo_Ingenierias,11,1.0
565177,FX17PTUMAH,11,1.0
317184,QOC16US-ARCHIVE,11,1.0
385508,SSB_30188565.1_MINA SAN MARTIN/1,11,1.0
565181,Escobedo_Mano de Obra,11,1.0
182621,800FDP4N7,40,1.0
565182,ABMCC_25594751/100,11,1.0
45115,PTLFT-01-425,11,1.0
188213,800HFRXT6D2,15,1.0
434231,4766605,11,1.0
422,048351,11,1.0
156202,42CAP2MPBD4,15,1.0
39868,TRAVESAÑOS,11,1.0
565186,Escobedo_Estructurales,11,1.0
390603,VCPGLEDV4P640K70CRIT5MMVOLTSRMDWHXD,11,1.0
392340,UPW1J330MED1TD,11,1.0
565185,Escobedo_Viaticos,11,1.0
421216,EGYSER#DIRAM,11,1.0
393697,187005-E002 CO02,11,1.0
401677,ABTEMPESTA-LED-ECO-SE-UNV-AT,11,1.0
58649,QZ5001,11,1.0
421993,MP500-008-4C-GY-U,21,1.0
565187,Escobedo_Logistica Gruas,11,1.0
390044,49156,11,1.0
565188,SLP_Ingenierias,11,1.0
409670,ABMCC_25462607_PRUEBASATEST,11,1.0
565189,SLP_Mano de Obra,11,1.0
53744,FLUKE700TC2,11,1.0
282799,FO-80PT25,11,1.0
58331,856TB24VMC,15,1.0
420841,9324M-RLDT91-MARTINR,11,1.0
49688,R1756OB32/A,11,1.0
431699,HI6010IT-SC2,11,1.0
60472,VPLB1001MPJ14AA,15,1.0
16861,9528OWSLICENM,12,1.0
565190,SLP_Viaticos,11,1.0
397798,1492MCGAT220,71,1.0
3623,1492SPM3D250,15,1.0
565191,SLP_Estructurales,11,1.0
401676,ABVLIT4MOWWT50UNVSE,11,1.0
396151,XiX2DBB1EE10BEKXXXW-PWR2,11,1.0
441623,NIC-1Gb-4-FRD,11,1.0
59260,140GGFCXB03,15,1.0
441670,PDP1_Roof Header,11,1.0
561729,INC-5034OB8S,11,1.0
10014,440TMRPSE11BB,39,1.0
565192,SLP_Logistica Gruas,11,1.0
378322,VHDS26,11,1.0
230181,KSG63EL003PSAS,11,1.0
3413,1492RCDA2A25,15,1.0
565288,ABMCC_25592365_200,11,1.0
20336,BXMD70WWT40KUNV,11,1.0
565289,ABMCC_25592365_201,11,1.0
565287,ABMCC_25592365_100,11,1.0
133721,1492SPM1C500N,111,1.0
133740,1492SPM2B400,63,1.0
24624,EKLD290LM,11,1.0
565953,9800DC8AUTOA - BEBIDAS MUNDIALES,11,1.0
565954,9800DC8HMICOM - BEBIDAS MUNDIALES,11,1.0
565284,ASP_IBE Análisis_Cooperstand,11,1.0
51896,E25BD017N104/A,11,1.0
441659,WPDP1_Body Side RH,11,1.0
441661,WPDP1_Roof Header,11,1.0
396806,CLXL9610000LMSEFRDLMVOLTGZ1050K80CRIPLR1LVGWH,11,1.0
27361,FWP-350A,11,1.0
48921,1570-3,11,6.0
136986,1606XLE240EE,15,1.0
136991,1606XLE960MX3N,96,1.0
137299,1694PFA1244,15,1.0
8627,3MM80611454515,11,500.0
164834,440TMSALE10BB,39,1.0
39617,TLYA220PBJ62AA,103,1.0
142702,2090CSBM1E114AF04,48,1.0
142817,2090CTFBMFDDCFF10,48,1.0
142818,2090CTFBMFDDCFF15,15,1.0
142916,2090CTPWMADF18F10,15,1.0
142917,2090CTPWMADF18F15,15,1.0
142931,2090CTPWMCDF12F03,48,1.0
143169,2090UXNPBMP10S30,58,1.0
143203,2090XXNFMPS12,15,1.0
6633,2090XXNPMF16S12,15,1.0
60765,20F11ND022JA0NNNNN,15,1.0
143196,2090XXNFMFS07,58,1.0
143204,2090XXNFMPS20,58,1.0
143205,2090XXNFMPS25,58,1.0
143206,2090XXNFMPS40,15,1.0
141314,1SPE007715F0753,11,1.0
366608,TP40,27,1.0
26825,FO-FLUKEI250010,41,1.0
150106,24THMEJ63,11,1.0
141210,1SL0290A00,11,1.0
565210,52015766,11,5.0
141182,1SL0221A00,11,1.0
69654,BC190/830,90,1.0
55464,FLUKE1550CFC,104,1.0
47368,32799,11,6.0
56735,FO-810SC20,27,1.0
26413,FLUKE5722,34,1.0
26374,FLUKE1LACAII,27,12.0
282437,FLUKE116/62MAX+,104,1.0
225083,C150,27,1.0
426896,K50APPBGRCQ,11,1.0
141149,1SFA664002R1001,11,1.0
561749,M6-171-593-YL,11,1.0
55843,40022,11,6.0
26465,FLUKE885/AKIT,104,1.0
57737,FLKA3000FCKIT,41,1.0
26453,FLUKE805/ES,104,1.0
146572,20F11ND3P4JA0NNNNN,15,1.0
67909,AC288,27,1.0
154988,3MM80610033211,11,1.0
426902,RSSDRJ45441-20M,11,1.0
146626,20F14NC170JN0NNNNN,52,1.0
10270,451,11,1.0
565851,34176,11,1.0
565958,EGYSER#CVMAT,11,1.0
174102,53019010,61,100.0
146759,20F1AND125JA0NNNNN,20,1.0
146761,20F1AND156JA0NNNNN,20,1.0
146764,20F1AND302JA0NNNNN,20,1.0
147143,20G14ND125JN0NNNNN,45,1.0
9002,42GRF9002,15,1.0
12203,71526,11,1.0
8685,3RQ3018-1AB00,28,5.0
149167,22FRF6P0AL,89,1.0
151304,280PWRM35AM25,15,1.0
15094,85105,11,3.0
151354,280PWRM35EM30,15,1.0
156239,42CFP2LPA1D4,15,1.0
15566,86675,11,12.0
6401,2090CFBM7DFCEAA12,15,1.0
17337,A48P48G,18,1.0
177457,700CFM400D,38,1.0
403444,TPC/49902,11,1.0
16314,889NF4AFC6F-ARCHIVE,15,1.0
177940,700HC24Z134,15,1.0
432083,PWC1M,11,1.0
19464,ATDR3,11,10.0
565968,1003000,11,1.0
10550,49662Y-ARCHIVE,28,1.0
42252,86326E,28,1.0
565972,SDXB5RFA02,11,1.0
26676,FO-FLKLENS/WIDE2,34,1.0
19496,ATMR10,11,10.0
26727,FO-FLUKE1LACAII,27,12.0
565974,81250140,11,1.0
141256,1SLM004100A1203,11,1.0
34558,PHCT5306,11,1.0
140957,1SDA067159R1,11,1.0
62828,BK-AGC-1-4,11,100.0
565211,3001748,11,100.0
61100,855DABVM,15,1.0
15359,855PB10SH22,15,1.0
435306,9800-DC8AUTOA-MAGNA,11,1.0
48361,87208TC,28,1.0
423072,SUMINISTRO DE MANO DE OBRA Y HERRAMIENTA PARA SERVICION TECNICO DE SOPORTE POR 2 SEMANAS,11,1.0
565970,INC_1783MMS10,11,1.0
19988,BK-AGC-1-1-2-R,11,100.0
378519,SLX591,35,1000.0
70873,36041770,11,1.0
440115,ABPMA_20G1AND125AA0NNNNN,11,1.0
565220,ACS580-15HP-480V-ITM-25A-F-115VAC-IP66-RT-25-628,11,1.0
135306,150S361NBD,15,1.0
436641,FL SWITCH 1005N,11,1.0
561040,194ARA12I7-F-P21-FRD,11,1.0
404980,DS-DA-319,11,1.0
22785,CVRI-J-60600,11,1.0
54887,D511-8,11,6.0
200638,802TCW,15,1.0
15217,855E10DN3,15,1.0
443673,HBBDD17108SBAEXB,11,1.0
45868,D507-10,11,6.0
565264,2090CSBM1P714AF01,15,1.0
419333,WHSE NW,11,1.0
186787,800H2HHX7,39,1.0
24604,EKLB27CG,11,1.0
565272,02830-000,11,1.0
24637,LG-L620-P,11,1.0
565265,341200NA5408A1,11,1.0
443674,HBBDD17212SBAEXB,11,1.0
565269,CVR-CCM-QC,11,1.0
565270,CVRI-CCM-QC,11,1.0
187071,800HAR5D1,31,1.0
188014,800HFRXJTQ24RA,31,1.0
24623,EKLD25,11,1.0
564994,DXN3008B,11,1.0
3041,1492GH020,28,1.0
188765,800HJR2H,15,1.0
272490,ESG0074,11,1.0
565001,TLT250,11,1.0
10706,5069L306ER,12,1.0
384233,VIB 5.310-2,11,1.0
14860,836C7A,15,1.0
3464,1492SPM1B100,15,1.0
190476,800L18C10G,31,1.0
26274,FLKFCSD8GB,11,1.0
190487,800L18L20A,31,1.0
192063,800R2HA4RL,31,1.0
384240,VIB 5.339,11,1.0
190530,800L30L20R,31,1.0
26548,FNM-25,11,1.0
192116,800R2HZ4M1,18,1.0
51333,GE93567,11,6.0
192148,800R4HZ4,31,1.0
192304,800T16HG17KB6AX,15,1.0
192193,800S2SE4,31,1.0
181,0034503,36,1.0
174809,56RFTG12MOM,15,1.0
25924,FDOAJT40,11,1.0
25931,FDOATMR10,11,1.0
175593,601603CY,21,1.0
25945,FDODFJ-60,11,1.0
12830,800FMHB32,60,1.0
3900,150C30NBR,15,1.0
12928,800FMMM42,15,1.0
14467,802MAJ1,30,1.0
4459,1734IA4,15,1.0
4141,1585JM8HBJM3,16,1.0
5579,194LG3394,15,1.0
21010,CCS2SJLG,17,1.0
13745,800TD2D1,15,1.0
15513,856TBMAP10,15,1.0
16355,889RF3ECA10,13,1.0
42094,LDFJ050.T,11,1.0
193072,800TA1D1Y,31,1.0
193187,800TA9B,15,1.0
289765,HBL2620,11,1.0
411249,CELC3001PBUL,12,1.0
420927,INC-25BD2P3N104,11,1.0
433583,INC-2085IF8,11,1.0
151301,280PWRM35AM14,15,1.0
167349,454,11,1.0
22369,CP1612G,35,1.0
386957,DIAGNOSTICO_FLUKE,11,1.0
436724,07600023,11,1.0
386187,DIAGNOSTICO REFRIGERACION,11,1.0
360022,SKR1DCCHK2F8,60,1.0
193672,800TCFXQ24RA1,39,1.0
193685,800TCFXQH2AG1V,40,1.0
193739,800TCFXTQH2RA1,15,1.0
193748,800TCH17A,15,1.0
32115,MDL-6-R,11,5.0
62139,RR-43,11,1.0
562057,9324M-RLDT31- HEINEKEN,11,1.0
561044,EW24-KYBMOUSE-TRAY,11,1.0
193976,800TCJ5B,39,1.0
193987,800TCJ91A,24,1.0
561061,CK14D94M010,11,1.0
437693,M511-PROMO2026,32,1.0
398401,1119918,61,1.0
427282,ABMCC_25514351_102,11,1.0
388673,140UTD7D3C15,73,1.0
393993,1HR26R040100H,11,1.0
427434,MA247565F002,98,1.0
561072,ABMCC_25582196/300,11,1.0
384229,SUPER33,11,1.0
427283,ABMCC_25514351_103,11,1.0
561063,EWDM3708T,11,1.0
561065,3GAA102550-ASK+009,11,1.0
148325,2172365,56,1.0
427292,ABMCC_25514351_601,11,1.0
427286,ABMCC_25514351_200,11,1.0
561087,800TFXMQH2GG1,31,1.0
194526,800TD6LD2,31,1.0
214743,9324RL0700ENM,12,1.0
140319,19512300,56,10.0
561075,ABMCC_25582196/400,11,1.0
409864,DL-98660,11,1.0
195868,800TH3110,39,1.0
195943,800TH3131,31,1.0
561066,3GAA112320-ADK+009,11,1.0
60805,2CDS253001R0467,11,1.0
312940,PPF208G,11,1.0
213021,889PF4UB2,45,1.0
192174,800RR3TA,15,1.0
3890,150C19NBD,15,1.0
393918,70343350,11,1.0
423719,9518M-HSTT11-AUTRONIC,11,1.0
8876,4161201,56,1.0
196253,800TH4,40,1.0
36847,SCU1030,11,1.0
50227,66221-EST,11,1.0
398249,E5069L320ER/A_PENALIZACION,11,1.0
398900,E20750I1BC650D617/B_RETORNO,11,1.0
394984,EC-350-7-480-7PN1-C,11,1.0
399554,EF-38K-150,11,1.0
53074,66229,11,1.0
53077,66248,11,1.0
53073,66178,11,1.0
54010,66179,11,1.0
400558,EGYESTCAP#1753,11,1.0
401627,H-703,11,1.0
28742,HIHBB01550,11,1.0
427601,CPHB48000LMHEFGCLMDMVOLTGZ1050K80CRIDWH,11,1.0
47892,H-X-YC7,11,1.0
396633,00350063,61,1.0
53091,66853,11,1.0
11627,66302-EST,11,1.0
406199,952403,11,1.0
396303,link360,11,1.0
423604,CXT3054T,11,1.0
58828,66204,21,1.0
10976,53201CP,11,1.0
424075,EKLM-TEA38,11,1.0
424352,9800-DC8HMICOM-SONORAF,11,1.0
12187,70K9933,11,1.0
58748,PPF186,21,1.0
313723,PSC20610BAC2,28,1.0
67913,42GRL9040QD,15,1.0
26423,FLUKE700G31,11,1.0
561053,440NZUPRECMB,39,1.0
148355,2198DB111F,15,1.0
424358,0405040060,11,1.0
10089,440TMSALE10EI,39,1.0
424647,0500020015,11,1.0
54564,PSHKBL,21,1.0
56209,HSDH161608SS,28,1.0
129054,1411125102,103,1.0
427589,JB-0005-IN-111,44,1.0
28680,HG0900404,24,1.0
400683,9324M-RLDT80M - PACTIV,11,1.0
395003,EGYSER#1444B,11,1.0
399758,9398NTKITT31 - ORDI,11,1.0
175526,600TAX142,47,1.0
224106,BM71-187-1-342,11,1.0
29121,IMPORTE DEL MATERIAL,11,1.0
52464,TAB20018-2,11,1.0
198375,800TPA16R,15,1.0
217588,A606SC,40,1.0
256333,E20F1AND156AN0NNNNN/A,11,1.0
392487,215-PC-001-CO04,11,1.0
411687,E-SCALE-6610-1212-66,11,1.0
283927,FRS-R-65,11,1.0
390898,Egyser#1391,11,1.0
396040,HW-Lenovo-94401F9,11,1.0
385992,43-78-0032,11,1.0
385993,48-20-7351,11,1.0
392661,CCA-500-FIRE,11,1.0
427605,49303,27,1.0
392232,CCA-240-PFS-U.,11,1.0
424654,CMS012,19,1.0
389169,AXR_355MG6,11,1.0
388362,DM1CNB21A31,11,1.0
19635,B150BTZ13RBF,11,1.0
421934,M7-29-483,27,1.0
16104,88813,11,1.0
17134,A14P12G,35,1.0
45871,5500A5003,16,1.0
31205,LP843,11,1.0
424360,CMS0608,11,1.0
561758,49903.,11,1.0
24608,EKLB39,11,1.0
565312,9324MRLDT31-MEAD JOHNSON,11,1.0
32957,MVI56ESIE,42,1.0
388467,FRN-R30,11,1.0
384264,EGYESTCAP#2052,11,1.0
357212,S18357,11,1.0
385991,48-62-6030,11,1.0
11283,602007LAPP,11,1.0
392217,LD1M521D010TR.,11,1.0
385995,48-62-6015,11,1.0
385996,48-39-05-11,11,1.0
17503,AA195PM,11,1.0
401854,9398CTKITLEG - AXIS,11,1.0
385997,48-39-05-21,11,1.0
385999,48-22-8901,11,1.0
386009,924-01002-8975,11,1.0
17504,AA203ES900,11,1.0
387893,6DR2100-4,11,1.0
565315,RDX-80-100-277-5K-T5-H2-CP-GRY-PDCG,11,1.0
647,10021000,56,10.0
389508,VRS-075C-5-K3-19EB16,11,1.0
396443,VRS-100B-50-K3-14CA11,11,1.0
427680,9398N-TKITT31-MR,11,1.0
26670,FO-FLK279FC/IFLEX/MB,11,1.0
215345,952-2227-ND,11,1.0
384210,AGC-2-10-R,11,1.0
424377,ALS-200M2,37,1.0
423086,1542T,21,50.0
424361,CMA110,73,1.0
424371,M4-214-483,22,1.0
48278,M70141.,63,1.0
386776,89008399,11,1.0
47784,M70124.,11,1.0
387604,MC-1000-499,11,1.0
400909,PMMN4013,28,1.0
11122,592BOV16,33,1.0
424660,PF100R1K60,11,1.0
19013,ANADFK,35,1.0
409447,602002CY,154,1.0
17436,A72HX6112SSLPQT,25,1.0
8092,2CDS252001R0504,11,1.0
424095,0200120050,11,1.0
391434,ML-LN-80W,11,1.0
423104,9398NTKITT31 - AXIS,11,1.0
420975,M6C-318-498,27,1.0
20851,CBL-DC-383A1-01,11,1.0
399258,0910-1184,28,1.0
420203,M4C-500-595-WT-BK,14,1.0
32309,MHC300300120,11,1.0
420096,INC-VPLB1652CCK12AS,25,1.0
32310,MHC300300150,11,1.0
31681,M70127.,11,1.0
424765,ABV401257N1QV43KQWHTE1PK,43,1.0
1506,1119334,56,1.0
19832,BAWM18MMUAZ50BBP01507,11,1.0
423212,OC227710/4G51,63,1.0
31274,LPS-RK-100SP,11,1.0
396843,PC2188,11,1.0
31392,LSRDBLK,35,1.0
31395,LSS18BLK,35,1.0
31382,LSC3C4D3GEX,11,1.0
423213,OC227710/4G57,63,1.0
424376,IGT204,11,1.0
423218,OC227710/4G75,63,1.0
114500,0026352,56,1.0
1659,1136303,56,1.0
55128,88822,11,15.0
409186,55333SS,11,1.0
232954,DEMO2 CLEMAS Y RELEVADORES,11,1.0
37024,SERV_OMSA,11,1.0
424767,PE20ROJO,11,1.0
424766,PE20AZUL,11,1.0
423176,OSC227710/2G04,63,1.0
20003,BK-GDB-2A,11,1.0
1704,1156,11,1.0
423106,0300250025,11,1.0
422892,SMC-FLEX480VAC-201A-N1-CH,35,1.0
26840,FO-LVD1A,11,1.0
231006,CSD20126,28,1.0
395626,ASP IBE_LEAR JRZ,11,1.0
351852,RL20003B14,33,1.0
207011,855EGVMC,15,1.0
423171,OSC227710/2G11,63,1.0
419845,9800DC8AUTOA-Cooper Standard,11,1.0
48235,BM0900RM1K,11,1.0
26283,FLKTI4509HZ,11,1.0
565325,C-M25-R62,11,1.0
33995,P19422,11,1.0
561202,ABMCC_25580042/501,11,1.0
226349,CBL-500-300-S00,11,1.0
561201,ABMCC_25580042/500,11,1.0
419855,M7-17-483,27,1.0
386216,ABOSSS_889DF5ACD4M1SW,93,1.0
350982,RE3412,11,1.0
389700,101517,11,1.0
37255,SKR9FAN11F5A,20,1.0
28440,HBL-CG-60-300W,11,1.0
41117,VPLB0633MCJ12AA,45,1.0
419850,BNS00CW,21,1.0
419849,INMBSOCP0010100,11,1.0
45299,2711T10MCABLE,15,1.0
565328,5034CM18OB8QTY5,15,1.0
14155,800TPA16G,15,1.0
2465,1411608801,83,1.0
2431,140MGJ8PD25,15,1.0
561765,9398NSKITT31 - SICSA,11,1.0
31670,M61012.,11,1.0
565354,Estanterias,11,1.0
28733,HIBBH06-450,11,1.0
50453,CSD202012,25,1.0
561766,9398CTKITLEG - SICSA,11,1.0
136183,1585DE4TBJM5,53,1.0
208322,856TASFG,15,1.0
443687,M109NC09S,15,1.0
282406,FLUKE-1623-2 KIT,11,1.0
426900,TBEN-L4-16DXP,11,1.0
153936,3220-10-0100-00,11,1.0
423168,OSC227710/2G16,63,1.0
153949,3230-14-0103-00,11,1.0
427839,MESA_PLEGABLE,11,1.0
412051,GWR-80942,11,1.0
424131,9398N-TKITT11 - MECATRONICA,11,1.0
423141,M210-LAB,22,1.0
60583,06035A220JAT2A,11,1.0
114444,0015803,56,1.0
395820,20GE63D430LNDNNNNN,39,1.0
21004,CCS2FC15LG,35,1.0
424112,FO-N9094KIT,125,1.0
22702,CTL70,11,1.0
443689,M109SC09S,16,1.0
402657,HH10SS04004X,28,1.0
565334,P1C-TAB-SBRG-1600A-25-652,11,1.0
23995,EK#200,11,1.0
10100,440TMSALE10UD,39,1.0
386219,ABOSSS_856TBMASH,19,1.0
410845,THTEP-178-593-.5,27,1.0
443680,RSA32 BNM10 SK35.433 LMI ST1 YM013005 FFG ALC,11,1.0
126755,140GG2C3D11,15,1.0
561097,61712470,70,75.0
565337,P1C-TRAFO-30KVA-25-652,11,1.0
427840,SELLO_VIPER,11,1.0
27040,FRN-R-30,11,1.0
341323,R2198D006ERS3/A,11,1.0
167856,497-10484-ND,11,1.0
420098,INC-2198D032ERS3,11,1.0
420980,M4-7-498,22,1.0
27072,FRS-R-125,11,1.0
67679,8720MCRPS065BS,69,1.0
60931,430481025816,11,1.0
420097,INC-2090CSBM1DG14AF25,34,1.0
410070,DG7GMGF0M80J:0002,11,1.0
60974,497-18387-ND,11,1.0
60986,54-00063,11,1.0
173851,52103071,56,1.0
416015,TGSMPT,14,1.0
416367,VDD-DEMO-CRD,11,1.0
11778,700HA32A2,15,1.0
204243,842HRMJDN115FWYD,38,1.0
423926,ESXF4ALOSWW2YSDDB,52,1.0
126848,140GG6C3C16,15,1.0
386945,20F11FD2P1JA0NNNNN,31,1.0
392499,225-TE-010-CO04,11,1.0
561772,GHPT500KVA33000KV480/277DEAA,11,1.0
205049,847TDN2ARG00360,38,1.0
392501,345-PC-001-CO04,11,1.0
205280,854JCP10B24Y3L4,31,1.0
420872,B33-6010-7643-WT,27,1.0
176461,6200VUSBCBL2M,15,1.0
299741,M128140020,11,1.0
420877,M6-12-109,22,1.0
205895,855BST24ML345,31,1.0
206482,855E00XN6,39,1.0
56495,GCTHW14N,11,50000.0
565390,P1C-SCC-25-RAM-156-MTE,11,1.0
420874,B33-6010-7643-YL,27,1.0
141237,1SL0860A00,11,1.0
207168,855EPB24Y3Y4Q1,31,1.0
48426,HF0424414,28,1.0
388009,EWMW482425-BF550,11,1.0
188562,800HHR2AY,15,1.0
561810,7ME4414-4CD11-3CA3-Z A11+B01+E06+F23+L51+S30,11,1.0
